WorkerId,AcceptTime,SubmitTime,Answer 53,type,grammaticality,sentence,response,rt,locative,subject,copula,question_number
RXVS3ZH66FVXL6MKEDEL5MGWSOO611V171UY7LHLBM3H8PWV0V,Sat Jan 02 05:44:44 PST 2016,Sat Jan 02 05:55:45 PST 2016,"""English""",filler,1,A male lion have a large mane.,1,8624,in the pond,conj_pl, are,13
SYZYT1H6ZI2V7QCT1UI3OBDNF68612IIWANXWFKFDFK8XZDL8V,Sat Jan 02 05:44:44 PST 2016,Sat Jan 02 05:55:45 PST 2016,"""English""",filler,1,Every parent with a daughter loves she.,1,4400,in the pond,conj_pl, are,36
35PQWVLOV4DLK88FI75YCDPQQGYH5JO4L2VQ3INY69LVYOLYLO,Sat Jan 02 05:44:44 PST 2016,Sat Jan 02 05:55:45 PST 2016,"""English""",filler,0,The elephant has a long trunk.,7,3900,in the pond,conj_pl, are,37
FJTVJ7FUFMR6PYK99PFZTY6IQ4Q2C2VDN5ULH8NQQNWX5GC15K,Sat Jan 02 05:44:44 PST 2016,Sat Jan 02 05:55:45 PST 2016,"""English""",target,0,There are a truck and a minivan in the driveway.,1,7419,in the driveway,conj_sg, are,34
2P7B52UISNVI5P5597J4TW43N3JXVL1WDAMIFPHS6GVGEW0EKX,Sat Jan 02 05:44:44 PST 2016,Sat Jan 02 05:55:45 PST 2016,"""English""",filler,1,Every dolphin like to play.,2,3284,in the driveway,conj_sg, are,35
203OXQGQKC7GNUV1VNUO980M5AD4B4794I1HSJIIS1MHXR4S0G,Sat Jan 02 05:44:44 PST 2016,Sat Jan 02 05:55:45 PST 2016,"""English""",filler,1,The televisions that her owns are broken.,1,4724,in the driveway,conj_sg, are,18
878PZACH9AJUD56X991SYTJFHXDKAPKRTZXFP36D0B2ICCTHEX,Sat Jan 02 05:44:44 PST 2016,Sat Jan 02 05:55:45 PST 2016,"""English""",target,1,There is trees in the yard.,1,5960,in the yard,pl, is,19
VEUCHACFDZT29LLRYFVNNE9CPLKJBZ1IUH23CUT5DOR0MWQ90R,Sat Jan 02 05:44:44 PST 2016,Sat Jan 02 05:55:45 PST 2016,"""English""",target,1,There's a cat and a dog in this house.,7,7264,in this house,conj_sg,'s,30
XTBQMN1ZNC4EEY1RV9J6NHXXYJIRB4VIK2GMRNOF1CZG5WRS00,Sat Jan 02 05:44:44 PST 2016,Sat Jan 02 05:55:45 PST 2016,"""English""",filler,1,All of the birds sleeps on my roof.,1,3900,in this house,conj_sg,'s,31
0157L9H9SYKZ0UA5NDHYBERXYTDQ8340XVC0V2QYGYILY03XET,Sat Jan 02 05:44:44 PST 2016,Sat Jan 02 05:55:45 PST 2016,"""English""",filler,0,All of the students eat in the cafeteria.,7,4232,in this house,conj_sg,'s,38
HHBPEZQP3AWGMNAW5XMGR00THQ1Y7HGV1HU5GT4NFVHDRRXSD1,Sat Jan 02 05:44:44 PST 2016,Sat Jan 02 05:55:45 PST 2016,"""English""",target,0,There's giraffes and a panda in the zoo.,2,10645,in the zoo,conj_pl,'s,51
V6GQFIWKRI53H3J6KEC9MGYIL1C9QJDAWKMBUZ05TMUVSQLXLH,Sat Jan 02 05:44:44 PST 2016,Sat Jan 02 05:55:45 PST 2016,"""English""",filler,1,Every government official plan to attend the meeting.,1,4812,in the zoo,conj_pl,'s,32
YW99L58N48P5GMFCV5J58HMI5W7V0QWZM80XJZ00U61LHAA8WO,Sat Jan 02 05:44:44 PST 2016,Sat Jan 02 05:55:45 PST 2016,"""English""",filler,1,The landlord told I that my lease was up.,1,3275,in the zoo,conj_pl,'s,52
AZWOY790ODK8GFR82RCQCEZBMA0Q67NWYKQF3XH0EMQO2NJV2N,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",target,,There are chickens at this farm.,6,2795,at this farm,pl, are,50
MBDK2NNCXD4UIY3O306APBTKCFATM4R7H177XULX6C495Y5Q9D,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,A hawk is flying after she prey.,3,4144,at this farm,pl, are,33
L1TMD5N43KBNVRXTOPXU0JRGOLI3WMKA9GJ6OTS4VJ2NSFZ81W,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",target,1,There's a restaurant and a bank on this block.,6,3060,on this block,conj_sg,'s,39
XW07PNH12NGG5AODSUGQGUO9PDMTVX4OKDNEWJI7XP25R79WEI,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,Some bicycles has to be fixed.,3,4424,on this block,conj_sg,'s,29
NBH2TOGREY6OAU1ULX46G8797S4SZBNKHF4107SPGKFOPF1GIO,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,Every house in the neighborhood have internet access.,3,3919,on this block,conj_sg,'s,28
D52G7OIG0L29CX6MMPQBJYAUTOAZPNW69I9ZZZZELFICP964W7,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,All of the birds sleep on my roof.,6,3876,on this block,conj_sg,'s,25
TH8SY278SYL9VLR6IJ1TZZM36A4AGPEJRTRFO18A5AJ099Y2HK,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,A male lion has a large mane.,7,3071,on this block,conj_sg,'s,24
GDKQBDQDMP3S4HHL2VUK8VOSXTRQZSAYR5H4IG4O6JYZI3TPC0,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",target,0,There's cats in this house.,2,6567,in this house,pl,'s,27
JPQ6YZ6ZK1JMEXN3EQW03JWYZQCOV33G5XR5YOUXCQCOCYBB49,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,The televisions that she owns are broken.,3,5936,in this house,pl,'s,26
LGVQA7L51E1YSESJ8K2AVWZV4844STYSOB4H0U2Z3LS7PNOUTN,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,The elephant has a long trunk.,7,2840,in this house,pl,'s,21
RKZ3EOK51X1JQAGRQTQ74GALIUCCCG257V90RAURRD27ZRAYQU,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,The stapler requires extra-large staples.,6,22671,in this house,pl,'s,20
IYGWXD1TL1V8THVG7BHOWPPSBUC9OSAOOWTCD7VCNTYSPUQFOQ,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",target,0,There are giraffes and a panda in the zoo.,6,4191,in the zoo,conj_pl, are,23
ZPZS1JVWP54RNBIND49V37QGL007N18MOL6VSFE6BKQ93URSO5,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,Every dolphin like to play.,3,3070,in the zoo,conj_pl, are,22
2WB5IMBJHUFNVIMUOP1TWHD8GPH4W9Y1GRYJBMZ3U29AT69DKA,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",target,1,There's pillows and a blanket on top of the bed.,6,6943,on top of the bed,conj_pl,'s,47
O18UW6PBYVD41H0ATM9PGW36US2COSJSKJUI98X1O7BP8HP9JX,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,Some deer make a home for they around here.,2,4759,on top of the bed,conj_pl,'s,46
6JKT7ATKQF7HW70IPV4XRUQTCTC5S3IORSCF3J690K2014VDZN,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,Some clothes of yours ended up in my laundry.,6,3608,on top of the bed,conj_pl,'s,45
ZW6XADEVR8WPNZ9MT8XSF5ZIETVCPC64HJ6KE8IDUY101UTBUX,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,Every government official plans to attend the meeting.,7,3279,on top of the bed,conj_pl,'s,44
2H0F6FHLVNGEFFYCKM0WZ538FVOZZL4VYBAXPLLEIWROK7G0HP,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",target,0,There are a tree in the yard.,3,4175,in the yard,sg, are,43
97XNZ47KCB34XG6BSIY5XL0XK50MZHESB83VP04C7ZX9BRZB9O,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,The gophers were asleep in their holes.,6,2984,in the yard,sg, are,42
8U4F0J7KCTSXTQ3PA4NIKHJU27TMGEUKZJ18YPTEN8349UYCBC,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,Every spider scares I.,2,5184,in the yard,sg, are,41
2W9SZXCWBTC4GX9TZVC20QJW4VWF59OEFFJJGLJFJO8ORUQRIW,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,Some women runs the shop.,3,4071,in the yard,sg, are,40
OBWY74YFX622CQ8OHME34VWI8M36AAA3F96E6ZRECV9B4A3UHE,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,The snake is I favorite animal.,2,9080,in the yard,sg, are,49
7QU9NXPF9DYQ3HDJRZQHK9I6J71XLO36ODMQOOHDMLLSM5P827,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,A backpack carry all of my textbooks.,2,21271,in the yard,sg, are,48
4AKYRH61B84L3KUVT28HS49X6QSLTNSKA5KMD8AEBWWSTQVSAK,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",target,1,There is trucks in the driveway.,3,3861,in the driveway,pl, is,6
YQD7X3GWO7ABRLR2U2ZWT7KJCOXTE97HBLB0RCDR4DPO66OKS3,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,An apple fell from the tree and hit me.,6,4318,in the driveway,pl, is,7
VYS6A6Q4X5O5K5VYBCSVDLHD3ST1ATY8TNF4UE9XGI9YL13SVI,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,I gave the package to she yesterday.,3,5751,in the driveway,pl, is,4
U71QYFUZKFFIOWZLGZ7I6CULES9Z6WQLF1OQP3EG9XMLLMH25O,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,The jacket fit he well.,2,3511,in the driveway,pl, is,5
5QJVQS6M3EQ6QBA7LG4S3QUHJN7JPPSNF0J4SKL1UICYF70HR1,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,My stereo has not worked for a while.,7,5605,in the driveway,pl, is,2
CFJ33ZZF2A0LE0GJL9KDDFJV9ROEA4NCPA9NT1LJ0664GROD9I,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,He phone's screen is broken.,2,5768,in the driveway,pl, is,3
9B0MCLW6KL81X67PPOZWBMJKV4Q5A386H7E6W7WRSL7J8JOBR4,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,Children play in this park all the time.,7,9487,in the driveway,pl, is,1
EVHSZ9BF7Y8B0G2SZBNJA0W88A8V3ZXUR2YKQSO4KVTULW0I9M,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,Every parent with a daughter loves she.,2,3336,in the driveway,pl, is,8
E5JHOIBF9Y1FW8KUDOHRNGVLKI22D7BPHCU2OOB17OVQX4H66V,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,Some foxes live in the woods behind my house.,7,6014,in the driveway,pl, is,9
9I5RCT2OFQL2E1NORFIQI9T9WJYYHD3HRHXUTEH5Y91S4O68HJ,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",target,0,There is a duck in the pond.,7,29716,in the pond,sg, is,14
SYLQ868PV531F07W3KYLNIBQ56NG4S62UMLT9ZDKTDBAU8E9T4,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,Every dish he cooks is delicious.,7,4047,in the pond,sg, is,15
S2734QPPB3NR4ISWYKWAX102G1UG8GF8I4M0WMVRKFH0KNDOEM,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,Some managers suggested that we fire him.,6,3895,in the pond,sg, is,16
CCU3LI5PQ7JT8W6VZ2SPHITSVJQ9VZVLDI1SBAL3RQ7727T1NE,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,The men play checkers in the park.,7,3392,in the pond,sg, is,17
TGBHWE7I648601Q6YYAN9BRU57FXDK109IIL0Z2K4RKEHJKBD2,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",target,0,There are a pigeon and a squirrel on the sidewalk.,3,4616,on the sidewalk,conj_sg, are,10
7CNM1BUKZN19EGZ33Q6RM8O4IWVMVTS9DD0IZ9SSKZSW1BQ1S7,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,The landlord told I that my lease was up.,2,3599,on the sidewalk,conj_sg, are,11
WT11LVJIMCEFEKI8O8S0CN4W6IR4O15DB72WIGITVIG1IQIWL7,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,All of the books on the shelf belong to she.,3,3583,on the sidewalk,conj_sg, are,12
CUNY3OXIAZAHI3KLZC1HG5EQBT044D00PH2WX47HOZW0T6NKQS,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,A teacher has to be present during the exam.,7,4343,on the sidewalk,conj_sg, are,13
4AJHLJ5I6C21ODAW1GN5PDBMC424LJ0UJ80LPGWFKX06TISZ9D,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,The employee have come in late every day.,3,4112,on the sidewalk,conj_sg, are,36
MUORSXG3QAZ6U9YYKLEP2R631L523XBQZMDOZFRSBXYKAOZ58W,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,The computers at the university cost thousands of dollars.,7,3423,on the sidewalk,conj_sg, are,37
UP3UUJVJD0GFMROBI2RSINPJVMSJ2MZ48JQI3MRLYVF6UD4V0X,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,All of the airplanes takes off from this runway.,6,3799,on the sidewalk,conj_sg, are,34
VDRKS0SYFCXDUUF0VZVNXV04TTRW8YZM9IEEK4DRPXGH718VST,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",target,1,There's a turtle at the aquarium.,7,2991,at the aquarium,sg,'s,35
CCT8RV6DOBRH0TQMXONB27HK08E3XMHRSVDUG4TETT8JNF0BPI,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,The skunks loves to spray me.,7,3287,at the aquarium,sg,'s,18
ORBFYKZNSOJ971KWM9U5H1GTJ670AOW0WOY48QEH15TMJU6THX,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",target,1,There is magazines and a book on the table.,3,5222,on the table,conj_pl, is,19
OKUQ9KI0R6W9RM7L9OMZVIP9BZQXDGWTJSOC1G95LVMEJ6KOFO,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,All of the doctors said that she was healthy.,7,66282,on the table,conj_pl, is,30
I6RH3KQM96SUDAP1SZBCF9SY3HK1GIII4ZAZ48J53E2G6PQORT,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",target,0,There is a table and a chair in the lounge.,6,3000,in the lounge,conj_sg, is,31
21RK6Z82E0T41AB2FFZ2RWWW0OMVBYTCQ054TFB0JEV55RTAPK,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,All of the students eats in the cafeteria.,3,4280,in the lounge,conj_sg, is,38
02DX6RHWBP7NPOFOIVQ4M2FIJJKA5G0RSOQUKLYTL4MIKWTOTQ,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,The politicians debated among themselves in private.,7,3543,in the lounge,conj_sg, is,51
9HC22MK3179EPFBK6G8ROPTOLGY86QCE4K9MG13084Q4QCI3BS,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,0,A basketball player was cut from the team because he did not come to practice.,7,4487,in the lounge,conj_sg, is,32
9BFXES70Q8VLGMM1V6DNQ26YFVQBOELAJVQFJ4RDY2DBZ8OIXN,Sat Jan 02 05:48:27 PST 2016,Sat Jan 02 05:55:48 PST 2016,"""English""",filler,1,All of the mice were in it cages.,3,3744,in the lounge,conj_sg, is,52
914WOTC4KJ4X8VXN1OCJO1SDRU9O1F69RCYG1T2AA0F9YF1IV8,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",target,,There's a pillow on top of the bed.,6,12246,on top of the bed,sg,'s,50
P3CYLF50RX6J1SUS1E8RCN9XFKB0X4AFC33K5HT7B0K9BGBMDA,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,1,The gophers were asleep in it holes.,4,12292,on top of the bed,sg,'s,33
28PXV2WY28O2DNWKDGLDZF9X3I6ROPB90R4N969JCKMA0MB4NJ,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,0,The skunks love to spray me.,6,6667,on top of the bed,sg,'s,39
MSN7QR7JYRKESDLP4899X76XSR27C1CQAH2M5T54H1BA8P9J3O,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,1,The employee have come in late every day.,3,7811,on top of the bed,sg,'s,29
UX0QDVSAZWFZMGNSW97M6915VDKELM0AOAAASDXXVCLZHECSA3,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,1,An apple fell from the tree and hit I.,2,8592,on top of the bed,sg,'s,28
7AXVHM52LRG90NYTTT5EMHQZSCD3P6EMTBLRUWY1UVMEYSP99V,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,0,The landlord told me that my lease was up.,6,6704,on top of the bed,sg,'s,25
NAO96QWIU3DW5CY3VXH5GLDFI15ZELVC310498FL8CB7TTT1A3,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,0,A backpack carries all of my textbooks.,3,28814,on top of the bed,sg,'s,24
1E81YJPP2UPZK56DVPPU8BYW9Q4W4DOS8XLQ7LY9ZY1P70B14A,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,1,Some bicycles has to be fixed.,5,5958,on top of the bed,sg,'s,27
6142A3TCHUR3KXQSZLXROGGI162I6OWCHBYI45GXPAKGIBJ0MR,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",target,1,There is a tree and a bush in the yard.,3,11621,in the yard,conj_sg, is,26
C2FS1WJGB5G4DZKNTDFWZTFUPB5DEHTL4275TZ6BPG97J0WHMJ,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,1,Every government official plan to attend the meeting.,5,5115,in the yard,conj_sg, is,21
95OYRU0Y45UPQIL019GMZGF5PW25T5Z55OW2DWSJKSOWGHCXZD,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,0,All of the doctors said that she was healthy.,5,9158,in the yard,conj_sg, is,20
5CY1ZDYXH7Q6GR64N1X18WU8MHOX902YUNMQICGOHGODPGCPW6,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",target,0,There are a cat in this house.,3,11061,in this house,sg, are,23
WQ4I6YPIM0IKGIOTFL2OC5C7VODGFY4DR3WDEDB2CH35E8XCCB,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,0,Some women run the shop.,5,5400,in this house,sg, are,22
7629KWZZWJO9YVK3V31H0A4HJDBUYCOMBVEKIQ522E6NPVHHQZ,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,1,All of the birds sleeps on my roof.,3,9935,in this house,sg, are,47
S8K3X000NE4D2XRURXDFLZL8OO7QD3GLCQBN2GYPEFML0FG59J,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",target,1,There is a duck in the pond.,6,4471,in the pond,sg, is,46
GSOPS2FZN4IEVXF2LTI0USY630P6Q0IOM9VIL8AZFBF2P5AE0J,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,0,The stapler requires extra-large staples.,5,7799,in the pond,sg, is,45
XRNC1KFZNLYKEIUIFSB9FX6QNG1E89FLH6SWFGBXDUN83AEM8V,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,0,All of the airplanes take off from this runway.,6,7762,in the pond,sg, is,44
2HCQYJRLZVUS1PAXQKXU1M3LDDG1XZFIYIKBXXGDR6D0C1I9EK,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,0,A teacher has to be present during the exam.,6,10432,in the pond,sg, is,43
ZOOGLY4LEZ1CG8TXHACAXRBFJL0WA6F4IFZICY7VEIB0O9UMFY,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",target,0,There is giraffes and a panda in the zoo.,3,6731,in the zoo,conj_pl, is,42
4EWCZ6HHQFFHFB7OLQULT43JQ8IO5UB6R9BCDBY7ZO8SY83BSN,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,0,A basketball player was cut from the team because he did not come to practice.,5,9748,in the zoo,conj_pl, is,41
4B7BVRO6XSEJ7O7PRU9QCMDO8VSF6G58C0FD9K7OIPLFOOYC12,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,1,A male lion have a large mane.,3,7638,in the zoo,conj_pl, is,40
GW86U3N8AIIGQQDLT2UOTHFDCXN5M0UYGCF2FTCHFGW04QSDMB,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,1,The televisions that her owns are broken.,2,6544,in the zoo,conj_pl, is,49
F4FU77T2Q95X6QC3URW309THS2FW8AHM7UOSPXRQT4TF2C0RYN,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,0,Every parent with a daughter loves her.,2,8755,in the zoo,conj_pl, is,48
JEUUNGUXMW3DFQJLA8NUMU0RDIS0ZYO1X9C7LWHGJ4L6L2N07Y,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,0,The politicians debated among themselves in private.,5,5857,in the zoo,conj_pl, is,6
O885FJMEIXYBI67O5IP23ZARDAJMC8VBBVBNVV4V03C7IBJJ5F,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",target,0,There's tables in the lounge.,3,8030,in the lounge,pl,'s,7
5SU28FGGVPAYRV68FQKDTRQTQXGMGQ01705OMLLVYPASUM7PNU,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,1,He phone's screen is broken.,1,10584,in the lounge,pl,'s,4
T3AM3XC8GL4VYKKQ4SVMUE8LCCG7R1VZGBLMZAAS9WWURJEABO,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,1,Every house in the neighborhood have internet access.,5,8463,in the lounge,pl,'s,5
5PUZCCVX485FX936M78S820B638CIHC4PI5WMANDWY27IHN5U8,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,1,Children plays in this park all the time.,4,22718,in the lounge,pl,'s,2
BAKYHVZ3FFS2NJUOSNVUT54KPNCJTY6FNUNDGBPHVY7Y7HPAJ0,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,0,My stereo has not worked for a while.,5,16540,in the lounge,pl,'s,3
CXAIU079XMOKNF894KS4TKXEJQVQBYPE6NZ90LPLA51KL5OK2B,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,0,I gave the package to her yesterday.,6,14404,in the lounge,pl,'s,1
SXV9WJJHPTY5HPFMFQPAZHTS81JNUHLB8LF0MUK8KC5YO7PXWX,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,1,The computers at the university costs thousands of dollars.,5,9592,in the lounge,pl,'s,8
L0YU777HZ2OSJFDHD7C1GQKCN1P8J2XMA267UHUHVKBUWR44AZ,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,1,Every spider scares I.,2,5611,in the lounge,pl,'s,9
WX4YRLO9U8L1M8K962AECXLPNLT3WMB55NI6JJDRPGRR42CGCM,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,0,All of the mice were in their cages.,6,5436,in the lounge,pl,'s,14
SYNRYHXGJ0UMN96BF48VK0TG97E383M3QOVUM0ZKLX1TQY630G,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",target,0,There's a chicken and a horse at this farm.,3,15130,at this farm,conj_sg,'s,15
CP5OMUDVKKNLB7HTA5WD8LLDATLED3U6L2V6358KHHA8ZZVDI2,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,0,All of the students eat in the cafeteria.,6,5512,at this farm,conj_sg,'s,16
D17MS7XOMTAIWM1FKLMBMSQI8Q0VHPCAFZ5P406GL1S8CID9NS,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,0,The men play checkers in the park.,6,7933,at this farm,conj_sg,'s,17
5FWZXHMMDFYQVZUWJH268DQOVWUSJ60G19YHK0TU04BQD3BCFD,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",target,0,There are pigeons and a squirrel on the sidewalk.,5,7259,on the sidewalk,conj_pl, are,10
BWYOHQ80E3J4MZXPTJDK69XAUXY73IMD989PHPLDLY6VEF3DEU,Sat Jan 02 05:48:02 PST 2016,Sat Jan 02 05:56:55 PST 2016,"""ENGLISH""",filler,1,All of the books on the shelf belong to she.,2,11778,on the sidewalk,conj_pl, are,11
